nebenkosten,heizungstyp,telekom_tv_angebot,telekom_hybrid_uploadspeed,neu_bau,balkon,bilderanzahl,preisentwicklung,telekom_uploadspeed,gesamt_miete,baujahr,scout_id,parkplätze,fuer_heizung,mit_kueche,bundesland,keller,baujahr_range,grundmiete,hausnummer,wohnflaeche,bezirk,zustand,ausstattungsqualitaet,haustiere_erlaubt,straße,straße_plain,aufzug,grundmiete_range,wohnungstyp,postleitzahl,zimmer,waermeschutz,etage,anzahl_stockwerke,zimmer_range,garten,wohnflaeche_range,region2,region3,beschreibung,ausstattung,heizkosten,energieeffizienzklasse,letzte_sanierung,stromgrundpreis,strom_kwh_preis,daten_datum
96.0,gas_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,9,6.23,40,780.0,2015,112067009,NA,natural_gas_light,FALSE,Berlin,TRUE,8,604.0,154,68.66,Berlin,well_kept,normal,negotiable,Malteserstr.,Malteserstr.,FALSE,5,ground_floor,12277,2,107.6,0,4,2,FALSE,3,Berlin,Marienfelde_Tempelhof,Ansprechende Neubauwohnanlage inmitten von gepflegten Grünflächen. Die Häuser selbst verfügen über höchstens 4 Stockwerke.,"Die Wohnung verfügt über einen Wintergarten (unbeheizt), Wannenbad mit Fenster und neuem Designer-Vinyl-Fußbodenbelag in den Wohnräumen. Es ist keine Einbauküche vorhanden.",80,D,NA,NA,NA,2019-10-01
175.82,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,9,10.59,40,1010.53,1987,110257557,0,oil,FALSE,Berlin,FALSE,4,801.06,113,74.86,Berlin,well_kept,na,NA,Wilhemstraße,Wilhemstraße,TRUE,6,other,10963,3,152,NA,NA,3,FALSE,3,Berlin,Kreuzberg_Kreuzberg,"Bewerbung für Wohnung Mit dem unten stehenden Link können Sie Ihr Interesse bekunden, wenn Sie diese Wohnung anmieten möchten. Kopieren Sie den Link und fügen Sie ihn in die Adresszeile Ihres Browsers ein. https://rdr.interessentenportal.de/TYIXTLvDI Das zwischen dem Check Point Charlie und dem Potsdamer Platz gelegene Objekt mit 70 Wohnungen wurde 1987 mit öffentlichen Mitteln errichtet. Die familienfreundliche Anlage bietet 1,5-5 und eine 8 Zimmerwohnung mit Wohnflächen zwischen ca. 48 u. 173 m². Bitte beachten Sie, dass es sich hierbei um Beispielbilder handelt!","3 Zimmer, 1 Loggia, 1 Küche, 1 Bad, 2 Flure Aufzug Ölzentralheizung Anschluss ans Breitbandkanelnetz",33.65,E,NA,NA,NA,2019-05-01
260.37,district_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,8,7,40,818.37,1987,113649250,NA,district_heating,FALSE,Berlin,TRUE,4,558.0,13,90.0,Berlin,modernized,na,NA,Johannes-Bobrowski-Str.,Johannes-Bobrowski-Str.,FALSE,4,apartment,12627,3,83,4,NA,3,FALSE,4,Berlin,Hellersdorf_Hellersdorf,"Die Mitte der 80iger Jahre entstandenen Neubauten befinden sich in einem gepflegten Zustand. Die aufgelockerte Bebauung mit zahlreichen Grünflächen und liebevoll gestalteten Innenhöfen vermitteln eine hohe Aufenthalts- und Wohnqualität. Ausreichend Stellplätze sind in der nahen Umgebung vorhanden. Das Objekt wird über eine zentrale Heizungsanlage versorgt, in der Miete ist der Grundbeitrag für das Kabelfernsehen bereits enthalten. Die Nutzung von volldigitalem Fernsehanschluss mit Highspeed-Internet-Zugang ist möglich. Weitere Informationen und Angebote finden Sie auf www.wohnen-in-hellersdorf.de",Diese großzügig geschnittene 3-Zimmerwohnung mit Balkon wird umfangreich modernisiert. In allen Räumen wird ein wohnlicher PVC in Laminatoptik Eiche verlegt. Ebenso wird die Elektroanlage mit sämtlichen Schalter - und Steckdosenabdeckungen erneuert. Die Wohnung wird Ihnen renoviert in Raufaserweiß übergeben. Zur bauseitigen Ausstattung der Küche gehört ein Fliesenspiegel - auf Wunsch stellen wir Ihnen gern einen Ceranherd und eine Spüle zur Verfügung. Das geflieste Wannenbad verfügt über einen modernen Handtuchheizkörper. Zusätzlichen Stauraum bietet der Abstellraum in der Wohnung und der zur Wohnung gehörende Keller.,65.34,NA,NA,NA,NA,2019-10-01
0.0,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,17,5.7,40,0.0,1936,114288332,NA,gas,FALSE,Berlin,FALSE,1,1360.0,16,129.53,Berlin,first_time_use_after_refurbishment,normal,negotiable,Wanensteig,Wanensteig,FALSE,7,terraced_flat,13088,4,NA,1,2,4,FALSE,6,Berlin,Malchow_Hohenschönhausen,"Die hier angebotenen Doppelhaushälfte wurde zwischen 1936 bis 1938 erbaut. Die Komplettsanierung einschließlich eines neuen Dachstuhles nebst Dachdeckung erfolgte im Jahre 2018 bis heute. Die beiden Doppelhaushälften befinden sich auf einem ca. 1.000 m² großen Grundstück in Weissensee (Ortsteil Malchow). Die Doppelhaushälfte erstreckt sich über 2 Etagen und hat eine beheizte Wohnfläche von ca. 90,53 m². Die Gartenfläche zum Mietobjekt beläuft sich auf ca. 78 m². Im Erdgeschoss befindet sich neben dem Wohnzimmer noch ein Schlafzimmer sowie die Küche (ohne Einbauküche) und das Wannenbad. Im Obergeschoss befinden sich zwei weitere Schlafzimmer. Das Erdgeschoss, sowie Obergeschoss wurden mit einem sehr hochwertigen Bodenbelag (Dielenparkett) ausgestattet. Das Wannenbad ist mit modernen Objekten und Armaturen sowie geschmackvollen Fliesen ausgestattet. Die Beheizung sowie die Warmwasseraufbereitung erfolgt über eine neue und auf dem letzten Stand der Technik stehende Gasheizung. Zwei PKW-Stellplätze vor der Doppelhaushälfte können zusätzlich für € 30,00/Stück/monatlich angemietet werden.","Raumgrößen als Übersicht: Erdgeschoss: Flur: ca. 9,61 m², Bad: ca. 4,23 m², Wohnzimmer: ca. 22,45 m², Schlafzimmer: ca. 10,88 m², Küche: ca. 9,82 m² Obergeschoss: Flur: ca. 1,54 m², Zimmer: 8,92 m², Zimmer: ca. 23,08 m²",NA,NA,2019,NA,NA,2020-02-01
199.0,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,21,4.16,40,1596.48,1990,114689541,NA,district_heating,TRUE,Berlin,TRUE,4,1335.48,54,107.25,Berlin,well_kept,sophisticated,negotiable,Drewitzer Straße,Drewitzer_Straße,FALSE,7,maisonette,13467,3,133,2,3,3,FALSE,5,Berlin,Hermsdorf_Reinickendorf,"Das idyllisch angelegte Parkgrundstück mit Wohnanlage beherbergt mehrere 3-geschossige Stadtvillen. Unmittelbar angrenzend und zur Wohnanlage gehörend, befindet sich das unter Denkmalschutz stehende alte Kurhaus an der Kneippstraße 35 und der Kurhausstraße 36. Dieses wurde in den Jahren 1894-1895 als Badehaus errichtet und im Jahre 1923 zum Wohnhaus umgebaut. Die Wohnungen der Stadtvillen wurden dem Anspruch gerecht komfortabel ausgestattet und verfügen zudem weitestgehend über Terrassen oder Balkone. Die Wohnhäuser sind durch die laufende Instandsetzung in einem gepflegtem Zustand. In den Stadtvillen sind Fahrradabstellräume und Trockenräume vorhanden. Den Mietern stehen auf Wunsch 14 Stellplätze vor dem alten Kurhaus bzw. 57 Stellplätze in der mittig des Areals befindlichen Tiefgarage zur Anmietung zur Verfügung.","Modernes Wohnen mit individuellen Grundrissen prägen den Charakter der Wohnungen. - Anzahl der Zimmer 3 - Maisonettwohnung - hochwertige Ausstattung - gefliestes Wannenbad mit Dusche - gefliestes Duschbad als Gäste WC - wandhängende WC`s mit in der Wand integrierten Spülkästen - Parkettböden im Wohnbereich - geflieste Küche - geräumige Dielen - großer, terrassenähnlicher Balkon - Kabelanschluss - Kaltwasserzähler - Warmwasserzähler - zentrale Wärmemengenerfassung - Keller bei Verfügbarkeit im Objekt - Fußbodenheizung/Fernwärme",62,NA,NA,NA,NA,2020-02-01
75.0,na,ONE_YEAR_FREE,10,FALSE,FALSE,8,6.38,2.4,1015.0,NA,115190884,NA,gas,FALSE,Berlin,FALSE,NA,850.0,NA,60.0,Berlin,well_kept,na,NA,no_information,NA,TRUE,6,apartment,10587,2,186.35,4,NA,2,FALSE,2,Berlin,Charlottenburg_Charlottenburg,Diese zentral gelegene 2-Zimmer-Wohnung besticht durch ihre hellen Räume. Die offene voll eingerichtete Küche mit großem Fenster ist direkt ans großzügige Wohnzimmer angeschlossen. Ebenfalls vom Wohnzimmer zu erreichen ist der windgeschützte Balkon. Über den Flur gelangen Sie in das lichtdurchflutete Schlafzimmer und das voll geflieste Wannenbad. Zugehörig zu der Wohnung ist ein Concierge im Eingangsbereich.,- Einbauküche - Wannenbad - Balkon - Concierge - Fahrstuhl,90,NA,NA,NA,NA,2020-02-01
0.0,na,NA,NA,FALSE,TRUE,10,8.7,NA,1200.0,NA,106953817,NA,NA,FALSE,Berlin,TRUE,NA,1200.0,40,55.0,Berlin,well_kept,normal,negotiable,Neue Schönhauser Straße 17 /Dircksenstraße,Neue_Schönhauser_Straße_17_/Dircksenstraße,TRUE,7,other,10178,2,NA,4,4,2,TRUE,2,Berlin,Mitte_Mitte,"The neighborhood? Well, it speaks for itself: Location, location, location. It is 5 minutes walking distance from a main station-Berlin Alexanderplatz station, same distance from Berlin Hackescher Markt station. (S 3, S 5, S 7 and S 9.)(U 2, U 5 and U 8). Also 5 minutes walking distance from M1, M4, M6, M12! It is surrounded by cafes restaurants, and shopping places. This beautiful apartment on the fourth floor with an elevator is available immediately. The apartment receives a lot of light, and has two entrances, one from Neue Schönhauser Straße the other from Dircksenstraße. An elevator takes you comfortably to the corresponding floor. A special feature is that there is not only a balcony (there are two) but also a fitted kitchen and a cellar room are also available!",NA,NA,NA,NA,90.76,0.1985,2018-09-01
350.0,na,ONE_YEAR_FREE,NA,FALSE,TRUE,11,10.09,10,1744.0,NA,106736917,NA,NA,FALSE,Berlin,FALSE,NA,1394.54,26,100.0,Berlin,well_kept,na,NA,Gärtnerstraße,Gärtnerstraße,FALSE,7,apartment,10245,3,NA,2,NA,3,FALSE,4,Berlin,Friedrichshain_Friedrichshain,Altbauwohnung im atmosphärischen Friedrichshain! Die wunderschöne Wohnung mit Altbaucharme befindet sich im 2. OG eines prestigeträchtigem Mehrfamilienhauses. Ein idealer Grundriss und die fantastische Lage laden zum Verlieben ein.,- Altbaucharme - kleiner Balkon - Guter Grundriss - Abstellraum - Innenhof mit kleinem Spielplatz,NA,NA,NA,90.76,0.1985,2018-09-01
201.0,central_heating,NA,NA,FALSE,TRUE,8,5.91,NA,2495.0,2018,114576746,1,district_heating,TRUE,Berlin,TRUE,9,2174.0,19c,119.26,Berlin,mint_condition,luxury,negotiable,Neue Grünstraße,Neue_Grünstraße,TRUE,9,roof_storey,10179,3,81.2,6,7,3,TRUE,5,Berlin,Mitte_Mitte,"Das Haus besticht durch seine harmonische Fassadengestaltung im modernen Stil mit mineralischem Putz, hellem Anstrich, sowie Platten in Holzoptik. Moderne Eingangsbereiche mit großzügigen Treppenhäuser in Naturstein, mit barrierefreier Liftanbindung in allen vier Aufgängen vom Untergeschoss bis zu den Dachwohnungen, runden den Gesamteindruck ab. Sämtliche Wohnungen sind mit Loggien, Balkonen oder Dachterrassen, automatischen Sonnenschutz-Außenjalousien, fußwarmen und wohnfertig versiegeltem Holzparkett sowie Fußbodenheizung in allen Zimmern ausgestattet. Bodentiefe Isolierglasfenster sorgen für lichtdurchflutete strahlende Räume. Große Wohnzimmer mit bis zu 60 m² Wohnfläche und hochwertige Treppen mit Echtholzstufen in den Maisonette-Wohnungen, sorgen für besonderes Wohnflair. Die Wohnungen verfügen über tages belichtete Bäder mit großflächigen Fliesen, Duschbäder und teilweise zusätzlichen Gästetoiletten, die allesamt mit modernen Sanitäreinrichtungsgegenständen sowie vorbereiteten Waschmaschinenanschlüssen ausgestattet sind. In allen Wohnungen sind Einbauküchen - teilweise mit Mittelkochblock, weißen Frontflächen, anthrazitfarbenen Arbeitsflächen, Wandflächen aus mattem Glas sowie SIEMENS-Elektrogeräten (Geschirrspüler, Tiefkühlschrank, Kühlschrank, Ceran-Kochfeld und Abzugshauben) eingebaut Ausreichend Fahrradstellplätze im Untergeschoss, eine großzügige Tiefgarage mit PKW-Stellplätzen, separate Mieterkeller, sowie ein begrünter Innenhof als Gemeinschaftsgarten mit Kinderspielgeräten bestätigen das Gesamtkonzept einer perfekten Innenstadtwohnung. Tiefgaragenstellplätze können für monatlich 95 Euro angemietet werden.",NA,120,C,NA,NA,NA,2020-02-01
200.0,self_contained_central_heating,ONE_YEAR_FREE,10,FALSE,TRUE,12,11.54,10,1750.0,1904,103874371,NA,gas,FALSE,Berlin,TRUE,1,1550.0,30,132.0,Berlin,fully_renovated,na,NA,Hermannstraße,Hermannstraße,FALSE,8,apartment,12049,4,140,3,4,4,FALSE,6,Berlin,Neukölln_Neukölln,"Schöne große und helle Wohnung im VH 3. OG li eines gepflegten Altbaus im Herzen Neuköllns. Große, helle Räume, Stuck und abgezogene Dielen. Ein Traum für Altbaufans! Drei der vier Räume sind separt begehbar, ein großes Zimmer ist ein Durchgangszimmer (Berliner Zimmer).","- 4 Zimmer (3 Zimmer separat und ein großes Berliner Zimmer (Durchgangszimmer) - 2 Räume verfügen über Stuck an den Decken - Balkon - abgezogene Dielen - separate Küche mit Speisekammer (gefliest) - modernes, gefliestes Bad mit Badewanne und Fenster sowie Handtuchtrockner - 2 Flur - Abstellkammer - Keller",NA,E,2014,90.76,0.1985,2018-09-01
675.0,central_heating,ONE_YEAR_FREE,10,FALSE,FALSE,16,6.22,2.4,0.0,2000,115043900,2,district_heating,TRUE,Berlin,TRUE,5,5981.0,28,225.0,Berlin,mint_condition,luxury,NA,Behrenstraße,Behrenstraße,TRUE,9,maisonette,10117,5,53,8,NA,5,FALSE,7,Berlin,Mitte_Mitte,NA,"Die modern gestaltete Wohnung besticht durch viele Details, die ihre hohe Qualität widerspiegeln. Die angenehme Ruhe, getrennte elektrische Tageslicht- und Verdunkelungsrollos, eine Klimaanlage sowie umfangreiche hochklassige Einbaumöbel bieten internationales Niveau. Nachfolgend die wichtigsten Ausstattungsmerkmale: - Vollständig hochwertig möbliert - Attraktiver & großzügiger Grundriss - Professionelle Klimatisierung - Unterteilung in einen öffentlichen und in einen privaten Bereich - Getrennte elektrische Licht- und Verdunklungsrollos - Großzügiger Wohnbereich - Wandflächen und Decken gespachtelt - Angenehme Raumhöhen - Kamin (Echtholzbetrieb) - Drei Schlafzimmer, davon ein Masterbedroom - Maßgefertigte Einbauschränke in den Ankleiden sowie in nahezu allen Wohnungsbereichen - Drei ensuite Badezimmer mit hochwertigen Objekten (z.B. Duravit, Dornbracht) - Bodengleiche Dusche mit Klarglasabtrennung - Dampfsauna - Separate Gästetoilette - Moderne Design-Einbauküche - Vollausstattung mit hochwertigen Markengeräten - Hauswirtschaftsraum mit WM & WT Anschluss - Barrierefreier Zugang - Großer Lift bis in die Tiefgarage - Viele weitere hochwertige Ausstattungsdetails - Anmietung von TG-Stellplätzen optional möglich.",NA,B,2018,NA,NA,2020-02-01
300.0,na,NA,NA,FALSE,FALSE,16,5.21,NA,2025.0,NA,114622303,NA,NA,TRUE,Berlin,FALSE,NA,1725.0,11,115.11,Berlin,first_time_use_after_refurbishment,sophisticated,yes,Jägerndorfer Zeile,Jägerndorfer_Zeile,FALSE,8,apartment,12205,4,NA,1,1,4,TRUE,5,Berlin,Lichterfelde_Steglitz,Es geht in den 1. Stock eines Zweifamilienhaus. Die Wohnung wurde hochwertig saniert und brilliert durch ihre gute Raumaufteilung und viel Licht. Die Böden sind mit einem Parkettboden verlegt und die Wände haben einen Glattputz erhalten. Von einem Zimmer (Esszimmer) gibt es eine Durchreiche in die modern ausgestattete Küche. Das Wannenbad ist mit einer Eckbadewanne in moderner Optik gebaut worden. Der hauseigene Garten kann mitgenutzt werden.,- Wohnen in einem Zweifamilienhaus - Gartenmitnutzung - Hochwertig sanierte Wohnung - Parkettboden - Glattputz - Hochwertige Einbauküche mit Boschgeräten - Eckbadewanne,160,NA,NA,NA,NA,2020-02-01
50.0,central_heating,NA,NA,FALSE,TRUE,6,10.17,NA,750.0,NA,111417951,NA,NA,TRUE,Berlin,FALSE,NA,700.0,12,16.0,Berlin,modernized,sophisticated,no,Klara Franke Strasse,Klara_Franke_Strasse,FALSE,5,apartment,10557,1,NA,5,6,1,FALSE,1,Berlin,Tiergarten_Tiergarten,"WG-ZIMMER UND WOHNUNG: Super zentral gelegen im Herzen Berlins und in unmittelbarer Nähe zum Berliner Hauptbahnhof, sowie an dem beliebtesten Kiez der Turmstraße gelegen wartet unsere moderne 4er-WG/Co-Living auf Deinen Einzug in eine vollständig renovierte, sanierte und neu vollmöblierte WG-Wohnung. Der Gesamtmietpreis versteht sich inklusive aller Kosten – fully equipped und fully furnished. (GEZ, internet, water, electricity, heater, furniture, weekly cleaning service and we provide documents for your registration). Hosted by homefully.de Pauschalmiete: Internet, Cleaning, alle Nebenkosten wie Strom, Heizung, GEZ, Warmwasser und sonstige Umlagen sind in der Gesamtmiete berücksichtigt. Es handelt sich also um eine Pauschalmiete - all inclusive. Kaution: Die Kaution für das Zimmer beträgt 2 Monatsmieten. Mietdauer: Unsere Mietverträge sind alle unbefristet, das heißt Du kannst so lange bei uns bleiben wie Du möchtest – genieße volle Flexibilität! Es gilt die in Deutschland gesetzliche Kündigungsfrist von 3 Monaten. COMMUNITY: Für unser Co-Living suchen wir Menschen, die eine gemeinsame Lebensphase teilen, um eine inspirierende Community aus jungen, erfolgreichen und weltoffenen Leuten zu schaffen. Wir bieten Dir nicht nur eine Wohnung, sondern ein Zuhause, in dem Du ankommen und Dich wohlfühlen darfst. Uns ist Dein persönlicher Freiraum wichtig, deshalb hat bei uns jeder einzelne Mieter sein eigenes privates Zimmer. Unsere WG-Zimmer, die wir speziell an Einzelpersonen vermieten, sind liebevoll konzeptioniert und ausgestattet. Deine Community freut sich schon auf Dich!","AUSSTATTUNG: Die Wohnung selbst befindet sich in der 5. Etage. Alle Zimmer (bis auf das Bad und das Gäste WC) sind mit schönem Parkett versehen. Die Küche ist maßgefertigt, fully equipped und mit High-End Elektrogeräten ausgestattet. Hier steht Dir alles zur Verfügung, was Du für die Zubereitung kulinarischer Kreationen benötigst. (Toaster, Kaffeemaschine, Backofen, Wasserkocher etc.) Das Bad und das Gäste-WC sind modern gestaltet und verfügen über 1x Dusche, 1x Badewanne und 2x WC‘s. Natürlich findest Du hier auch eine praktische Waschtrockner-Kombination, sodass Dir mehr Zeit für die schönen Dinge bleibt. In Deinem Zimmer steht ein gemütliches Boxspringbett (140 x 200 cm) bereit. Darüber hinaus gehören sowohl ein großzügiger Spiegelschrank, als auch ein 40 Zoll Smart-TV zu Deiner Einrichtung. Netflix Abenden steht also nichts im Wege… :) Highspeed Internet ist selbstverständlich vorhanden. Dank dem wöchentlichen Cleaningservice gehören Putzpläne der Vergangenheit an. Genießt stattdessen lieber entspannte Momente in Eurer Community :)",NA,NA,2019,NA,NA,2019-05-01
100.0,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,1,9.11,40,659.0,1997,111308152,NA,district_heating,FALSE,Berlin,FALSE,5,499.0,32,52.0,Berlin,modernized,normal,negotiable,Treskowstraße,Treskowstraße,TRUE,3,apartment,13089,2,101,5,NA,2,FALSE,2,Berlin,Heinersdorf_Weißensee,Die angebotene 2-Zimmerwohnung befindet sich in der 5. Etage eines modernen Neubaus aus dem Jahre 1997 in der Treskowstraße 32 in Berlin-Pankow.,- 2 Zimmer - neuer Laminatboden in Wohn- und Schlafraum sowie im Flur- und Eingangsbereich - Küche mit neuem PVC Boden sowie einem weißen Fliesenspiegel - hell gefliestes Bad mit Badewanne - Waschmaschinenanschluss im Badezimmer - überdachter Balkon - Aufzug - Gegensprechanlage - Zentralheizung - zentrale Warmwasserversorgung - TV & Kabelanschluss,60,D,2019,NA,NA,2019-05-01
684.0,district_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,23,8.74,40,5290.8,1900,106842883,NA,district_heating,TRUE,Berlin,TRUE,1,4606.8,NA,280.0,Berlin,mint_condition,luxury,NA,no_information,NA,TRUE,9,roof_storey,10719,5,NA,4,4,5,FALSE,7,Berlin,Charlottenburg_Charlottenburg,"Sehr großzügiges Penthouse mit viel Charme und großer Dachterrasse und einem Atrium , sie bietet alles an Entspannung Ruhe und Genießen. In der Stadt die nie schläft!",Die gesamte Fläche befindet sich auf einer Ebene mit beeindruckender Räumlichkeit. Parkett und große Fensterfronten erstrecken sich im ganzen Wohnbereich. Eine hochwertige komplette Einbauküche lässt den Gast teilhaben an der Zubereitung der Speisen und rundet das Ambiente ab. * 3 hochwertige Schlafbereiche mit Zugang zum Badezimmer * 3 Dusch und Wannenbäder mit 1 Sauna * Gäste WC * Einbauküche in weiß * Parkett * sehr große Dachterrasse * Atrium * Bodentiefe Fenster * Kamin * elektrische Öffnung der Glasfront zur Terrasse Sehenswert!,NA,NA,NA,90.76,0.1985,2018-09-01
150.0,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,16,6.24,40,1016.05,1997,114640480,NA,district_heating,FALSE,Berlin,FALSE,5,766.05,33,79.4,Berlin,well_kept,normal,negotiable,Treskowstraße,Treskowstraße,TRUE,5,apartment,13089,3,89,4,6,3,FALSE,3,Berlin,Heinersdorf_Weißensee,"Wichtig: Bitte lassen Sie uns eine Kontaktanfrage über das Exposé zukommen, sodass wir Sie bei Änderungen der Besichtigungstermine informieren können. Diesbezüglich empfehlen wir Ihnen auch das Exposé am Tag der Besichtigung auf Änderungen zu prüfen. Sollte das Exposé deaktiviert sein, steht die Wohnung i.d.R. nicht mehr zur Verfügung. Wohnung i.d.R. nicht mehr zur Verfügung.","- 3 separat begehbare Zimmer mit PVC Bodenbelag - Küche mit Elektroherd und Spülenanschluss - Balkon - zentrale Warmwasser,-und Heizungsversorgung - TV- und Kabelanschluss - Gegensprechanlage",100,NA,NA,NA,NA,2020-02-01
109.0,district_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,8,8.24,40,658.0,1984,110980760,NA,district_heating,FALSE,Berlin,TRUE,4,549.0,4,47.63,Berlin,modernized,na,NA,Randowstraße,Randowstraße,TRUE,4,apartment,13057,2,72.7,5,NA,2,FALSE,2,Berlin,Neu_Hohenschönhausen_Hohenschönhausen,"Die Objekte wurden in den 80er Jahren errichtet, und befinden sich in einem guten, sanierten (im Jahr 2000) Pflegezustand mit attraktiv gestalteten Grünflächen und Spielplätzen für die Kleinsten. Die elfgeschossigen Wohngebäude sind selbstverständlich mit Fahrstühlen ausgestattet. Die Wohnungen variieren zwischen 1- und 4-Zimmern, und verfügen sämtlich über einen Balkon bzw. Loggia und einen mietereigenen Keller. Die Grundrisse sind zweckmäßig und zeitgemäß. Zahlreiche PKW-Stellplätze befinden sich direkt vor den Wohngebäuden.",BITTE SCHICKEN SIE UNS EINE ANFRAGE ÜBER DAS KONTAKTFORMULAR! - Balkon - PVC in den Wohnräumen - Küche mit Fenster - Anschlüsse für Waschmaschine und Geschirrspüler - modern gefliestes Duschbad - Kabelanschluss - Keller - Aufzug,54,NA,NA,NA,NA,2019-05-01
160.0,combined_heat_and_power_plant,ONE_YEAR_FREE,NA,TRUE,TRUE,10,7.53,40,845.0,2017,106876097,NA,steam_district_heating,TRUE,Berlin,TRUE,9,685.0,NA,62.5,Berlin,first_time_use,sophisticated,NA,no_information,NA,TRUE,5,apartment,12683,2,60.2,2,5,2,FALSE,3,Berlin,Biesdorf_Marzahn,"Die Wohnung ist Teil eines Neubaukomplexes in Biesdorf. Das Haus verfügt über einen Fahrstuhl, mit dem man sein Fahrrad ohne Anstrengung in den im Keller befindlichen, Fahrradabstellraum befördern kann oder mit dem Sie bis zu Ihrer Wohnungstür fahren können. Das Haus ist sehr modern und hell gehalten. Die Hausbeleuchtung wird über einen Bewegungsmelder gesteuert, welcher an die Tages- und Nachtzeiten angepasst ist.","Die im 2. OG gelegene Wohnung ist mit einer Fußbodenheizung ausgestattet, welche für eine optimale Wärmeverteilung in der Wohnung sorgt. Der Bodenbelag besteht aus hochwertigem Laminat, welches die Wärme der Fußbodenheizung hervorragend transportiert. Das großzügig gehaltene Tageslicht-Bad ist zusätzlich noch mit einem Strukturheizkörper ausgestattet und bietet Ihnen die Möglichkeit, nach einem anstrengenden Tag in der Wanne zu entspannen. Des Weiteren verfügt die Wohnung über einen Abstellraum, welcher unter anderem auch als begehbarer Kleiderschrank genutzt werden kann. Alle Fenster verfügen über die neuste Wärmeschutzverglasung und sind mit Außenjalosien ausgestattet. Die Jalosien im Wohnzimmer sind programmierbar und bieten somit einen zusätzlichen Komfort und Schutz. Es wird Ihnen eine hochwertige Einbauküche zur Verfügung gestellt, welche mit Siemens-Geräten ausgestattet ist. Der große gemütliche Balkon lädt an warmen Tagen zum Verweilen mit Freunden und Verwandten ein. Dieser bietet Ihnen einen Blick auf die schön und weitläufig gestaltete Grünanlage im Hof. Ein Kellerraum steht ebenfalls zur Verfügung.",NA,B,NA,90.76,0.1985,2018-09-01
153.0,district_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,8,9.64,40,832.0,1984,106986509,NA,district_heating,FALSE,Berlin,TRUE,4,679.0,3,68.86,Berlin,well_kept,na,NA,Rhinstraße,Rhinstraße,TRUE,5,apartment,10315,3,75.3,5,NA,3,FALSE,3,Berlin,Friedrichsfelde_Lichtenberg,"Das Objekt wurde Mitte der 80er Jahre erbaut und befindet sich in einem guten, sanierten (im Jahr 2000) Pflegezustand mit attraktiv gestalteten Grünflächen und Spiel- und Bolzplatz für die Kleinsten. Die elfgeschossigen Wohngebäude sind selbstverständlich mit Fahrstühlen ausgestattet. Die Wohnungen variieren zwischen 1- und 4-Zimmern, und verfügen zum größten Teil über einen Balkon bzw. Loggia und einen mietereigenen Keller. Die Grundrisse sind zweckmäßig und zeitgemäß. Zahlreiche PKW-Stellplätze befinden sich direkt vor den Wohngebäuden.",*Die Bilder stammen aus einem vorherigen Leerstand* - großer Balkon - modern gefliestes Wannenbad - Anschluss für Waschmaschine und Geschirrspüler - Kabelanschluss - Aufzug - Keller,84,NA,NA,90.76,0.1985,2018-09-01
